customer_code,signup_date,customer_segment,email,loyalty_id
CUST-0005605,05/11/2021,consumer,user5605@example.com,L460015
CUST-0005606,2023-11-25,Consumer,user5606@example.com,L790844
C0005607,13-Sep-2022,ENTERPRISE,user5607@example.com,
0005608,04-Mar-2021,Enterprise,user5608@example.com,L772983
 0005609 ,31-Dec-2021,CONSUMER,user5609@example.com,
C0005610,2021-02-26,CONSUMER,user5610@example.com,L487822
CUST-0005611,11/10/2021,SMB,user5611@example.com,L150536
0005612,2025/07/13,SMB,user5612@example.com,L493549
0005613,09/14/2023,SMB,user5613@example.com,L894494
 C0005614 ,09/07/2024,Consumer,,L805314
C0005615,2021/01/25,smb,,
0005616,2021/11/04,Enterprise,user5616@example.com,L277439
CUST-0005617,2025-02-20, Enterprise ,user5617@example.com,L910771
0005618,2023-12-23,SMB,user5618@example.com,L839194
C0005619,02/28/2024,CONSUMER,user5619@example.com,L733446
CUST-0005620,14-Jun-2022,SMB,user5620@example.com,L724284
0005621,2025/05/15,Consumer,user5621@example.com,L103242
 CUST-0005622 ,24-Sep-2023,CONSUMER,user5622@example.com,
CUST-0005623,10/23/2021,SMB,user5623@example.com,L390000
0005624,2025/09/24,Enterprise,user5624@example.com,L796302
0005625,12/08/2025,consumer,user5625@example.com,L393290
0005626,09/04/2020,Consumer,user5626@example.com,L889945
CUST-0005627,2021/12/02,Enterprise,user5627@example.com,L424291
0005628,2020/08/20, SMB ,user5628@example.com,L390752
0005629,2021-11-23,smb,user5629@example.com,L384928
c0005630,2022/10/24,SMB,user5630@example.com,L112372
C0005631,2025/01/26,Enterprise,user5631@example.com,L178411
 0005632 ,2022-12-28,SMB,user5632@example.com,L562651
CUST-0005633,31-Dec-2020,SMB,user5633@example.com,L162797
CUST-0005634,2025-09-18,Consumer,user5634@example.com,L958771
 CUST-0005635 ,2021-03-23,CONSUMER,user5635@example.com,L624056
CUST-0005636,2023/10/29,ENTERPRISE,user5636@example.com,
0005637,08/28/2020,SMB,user5637@example.com,L613227
CUST-0005638,09/07/2022,CONSUMER,,
C0005639,11-Jul-2023,SMB,user5639@example.com,L872337
CUST-0005640,2021/07/22,Enterprise,user5640@example.com,L633465
0005641,2023-11-22, SMB ,user5641@example.com,L928153
0005642,25-Jan-2025,SMB,user5642@example.com,L271029
cust-0005643,2020-09-13, SMB ,user5643@example.com,L982275
CUST-0005644,2023-01-17,CONSUMER,user5644@example.com,L672716
C0005645,10/11/2023,Consumer,user5645@example.com,L242360
C0005646,2022-05-15,consumer,user5646@example.com,L627612
0005647,2021/04/23,Consumer,user5647@example.com,L686821
cust-0005648,2022-08-16, Enterprise ,user5648@example.com,L834400
C0005649,2021/12/08,CONSUMER,user5649@example.com,
0005650,10-Dec-2020, Consumer ,user5650@example.com,L134482
 C0005651 ,2025-07-11, SMB ,user5651@example.com,L634670
CUST-0005652,2023/06/30, Enterprise ,user5652@example.com,
 C0005653 ,2025-10-31,SMB,user5653@example.com,L613633
cust-0005654,02/26/2021,Enterprise,user5654@example.com,L691423
0005655,08-Dec-2024,CONSUMER,user5655@example.com,L215041
CUST-0005656,2021-10-18, Consumer ,user5656@example.com,L384679
0005657,2021/03/31,Consumer,user5657@example.com,L321504
C0005658,08/24/2025,SMB,user5658@example.com,L975723
0005659,07-Oct-2023,CONSUMER,user5659@example.com,L864070
c0005660,2020-09-15,Enterprise,user5660@example.com,L500515
 CUST-0005661 ,04-Nov-2021,Consumer,user5661@example.com,L637828
cust-0005662,29-Sep-2023,enterprise,user5662@example.com,L406984
cust-0005663,2022/07/30,CONSUMER,user5663@example.com,L546813
0005664,2022/10/02, SMB ,,L462902
C0005665,07/07/2023, Consumer ,user5665@example.com,L219826
 0005666 ,12/23/2023,Consumer,user5666@example.com,L151896
0005667,07/17/2022,Enterprise,user5667@example.com,L197948
C0005668,2022-02-15,smb,user5668@example.com,L130737
0005669,2025/03/08,CONSUMER,user5669@example.com,L809340
CUST-0005670,30-Jan-2022,Enterprise,user5670@example.com,L646930
CUST-0005671,10/07/2022,SMB,,L830287
 C0005672 ,03/20/2020,Enterprise,user5672@example.com,L454723
CUST-0005673,06/10/2023,Consumer,user5673@example.com,L614001
 CUST-0005674 ,2020-02-22,CONSUMER,user5674@example.com,L322343
C0005675,2020-06-18,enterprise,user5675@example.com,L273024
 0005676 ,2024-10-22,enterprise,user5676@example.com,
0005677,2023/11/27, Consumer ,user5677@example.com,L713434
0005678,18-Dec-2024,Consumer,user5678@example.com,L632545
CUST-0005679,10/08/2020,SMB,user5679@example.com,L780527
 CUST-0005680 ,2024/02/11,Consumer,user5680@example.com,L341704
0005681,2022-12-05,consumer,user5681@example.com,
CUST-0005682,2023/03/28,SMB,user5682@example.com,
 0005683 ,2024/09/05,smb,user5683@example.com,L229896
0005684,2021-07-25,ENTERPRISE,user5684@example.com,L832044
C0005685,2024-11-17,SMB,user5685@example.com,L584980
0005686,28-Oct-2020,Consumer,user5686@example.com,L597705
CUST-0005687,2020/03/28,CONSUMER,user5687@example.com,L187043
c0005688,05-Feb-2021, Consumer ,user5688@example.com,L996102
CUST-0005689,23-Nov-2023,consumer,user5689@example.com,L262043
 0005690 ,01/29/2020,Consumer,user5690@example.com,L491171
cust-0005691,12/17/2021,SMB,user5691@example.com,L218227
C0005692,2021/04/01, Consumer ,user5692@example.com,L452960
C0005693,04/30/2021,CONSUMER,user5693@example.com,L794409
C0005694,2023/01/14,Consumer,user5694@example.com,L694509
c0005695,2021-05-24,Consumer,user5695@example.com,L685104
0005696,2020/01/26, Consumer ,user5696@example.com,L653020
 CUST-0005697 ,03/16/2025,Consumer,user5697@example.com,L122967
C0005698,2021/08/16,Enterprise,user5698@example.com,L521478
 C0005699 ,2023-10-31,Enterprise,user5699@example.com,L978433
0005700,2025-02-24, Consumer ,user5700@example.com,L705650
0005701,2024-12-10,SMB,user5701@example.com,L105693
CUST-0005702,2020/09/08,CONSUMER,user5702@example.com,L852948
c0005703,07/04/2021,Consumer,user5703@example.com,L705586
0005704,2024/07/03,SMB,user5704@example.com,L391483
C0005705,20-Nov-2020, Enterprise ,user5705@example.com,L210250
c0005706,06/26/2020, SMB ,user5706@example.com,L407764
c0005707,02/03/2022,ENTERPRISE,user5707@example.com,
 CUST-0005708 ,2024/09/03,CONSUMER,user5708@example.com,L919113
 CUST-0005709 ,2023/05/23,ENTERPRISE,user5709@example.com,L454744
0005710,11/23/2021, Consumer ,user5710@example.com,L287216
CUST-0005711,17-Mar-2021,Consumer,user5711@example.com,L169233
 C0005712 ,10/27/2023, Consumer ,user5712@example.com,
0005713,2023/03/23,Consumer,user5713@example.com,L429877
C0005714,2022-10-22,CONSUMER,user5714@example.com,L123501
0005715,2023-04-30,CONSUMER,user5715@example.com,L108414
C0005716,2024/07/11,Consumer,user5716@example.com,L446796
C0005717,2024/04/27,Consumer,user5717@example.com,L734966
0005718,02-May-2023,Consumer,user5718@example.com,L228684
0005719,2023-07-15,Consumer,user5719@example.com,L861739
C0005720,29-Oct-2022,Consumer,user5720@example.com,L929093
 C0005721 ,11-Jun-2023,Consumer,user5721@example.com,L968468
0005722,16-Aug-2022, Consumer ,user5722@example.com,L714648
CUST-0005723,09-Apr-2021,smb,user5723@example.com,L759387
0005724,05/04/2022, Enterprise ,user5724@example.com,
 0005725 ,2023-07-22,Enterprise,user5725@example.com,
cust-0005726,06/22/2023,Consumer,user5726@example.com,L227011
 C0005727 ,29-Nov-2023,ENTERPRISE,user5727@example.com,L622041
 C0005728 ,2025/06/27,Consumer,user5728@example.com,L362201
CUST-0005729,2022-11-17,CONSUMER,user5729@example.com,L485430
c0005730,06-Mar-2023,Consumer,user5730@example.com,L686452
 C0005731 ,05/04/2022,Consumer,user5731@example.com,L543205
C0005732,02/11/2022,SMB,user5732@example.com,L333605
c0005733,26-Sep-2024,ENTERPRISE,user5733@example.com,L688437
0005734,06/09/2020,smb,user5734@example.com,L749850
CUST-0005735,01/30/2022,Consumer,user5735@example.com,L204414
CUST-0005736,2020/02/13,consumer,user5736@example.com,
C0005737,2022/12/14, SMB ,user5737@example.com,L980140
C0005738,01-Sep-2023,Enterprise,user5738@example.com,L339018
CUST-0005739,2020/02/28,ENTERPRISE,user5739@example.com,L244667
C0005740,10/17/2022,smb,user5740@example.com,L852310
0005741,04-Aug-2023, Consumer ,user5741@example.com,L104846
0005742,2023-05-19,SMB,user5742@example.com,L530465
c0005743,07/21/2022,CONSUMER,,L380804
CUST-0005744,2024-10-16,Enterprise,user5744@example.com,L517705
C0005745,2022-09-14,Consumer,user5745@example.com,L191533
0005746,2020-03-29,SMB,user5746@example.com,L520494
C0005747,13-Jun-2024,Consumer,user5747@example.com,L962189
0005748,06/20/2023,consumer,user5748@example.com,
 CUST-0005749 ,16-Nov-2021,SMB,user5749@example.com,L547896
CUST-0005750,01/04/2024,ENTERPRISE,user5750@example.com,L724816
cust-0005751,2025/01/13,CONSUMER,user5751@example.com,
cust-0005752,2021/01/04,SMB,user5752@example.com,L996056
C0005753,2022/08/22,SMB,user5753@example.com,L144443
C0005754,2023/12/15,CONSUMER,user5754@example.com,
 C0005755 ,2022-03-03, Consumer ,user5755@example.com,L660186
CUST-0005756,2021-06-04,SMB,user5756@example.com,
0005757,20-Aug-2021,enterprise,user5757@example.com,L904135
cust-0005758,03/13/2025,Enterprise,user5758@example.com,L380832
C0005759,12/04/2020,SMB,user5759@example.com,
0005760,23-Oct-2020,enterprise,user5760@example.com,L260709
0005761,15-Feb-2022,Consumer,user5761@example.com,L194699
 CUST-0005762 ,2023/01/22,enterprise,user5762@example.com,L454872
 CUST-0005763 ,07/30/2023, SMB ,user5763@example.com,L681775
0005764,2021/02/16,CONSUMER,user5764@example.com,
 CUST-0005765 ,2023/10/15,Consumer,user5765@example.com,L605434
c0005766,2021/04/12,Enterprise,user5766@example.com,L249834
 0005767 ,2020-05-24,SMB,user5767@example.com,L726531
C0005768,2024/02/28,SMB,user5768@example.com,L321707
0005769,2020/01/27,Consumer,user5769@example.com,L713258
CUST-0005770,11/06/2025,Consumer,user5770@example.com,L836558
 CUST-0005771 ,16-May-2023,Consumer,user5771@example.com,L954082
CUST-0005772,12/16/2020,ENTERPRISE,user5772@example.com,L867691
C0005773,2025-10-09,CONSUMER,user5773@example.com,L245656
 C0005774 ,10/27/2021,SMB,user5774@example.com,L399199
CUST-0005775,2025/08/05, Consumer ,user5775@example.com,L411168
CUST-0005776,15-Sep-2023,smb,user5776@example.com,L448900
0005777,29-Oct-2020,CONSUMER,user5777@example.com,L813675
C0005778,18-Sep-2023,consumer,user5778@example.com,L882260
C0005779,09-Aug-2025, SMB ,user5779@example.com,L859141
C0005780,07/18/2023,SMB,user5780@example.com,L184150
c0005781,09/17/2024,Consumer,user5781@example.com,L225738
C0005782,03/12/2023,Consumer,user5782@example.com,L891582
 C0005783 ,2020-03-07,SMB,user5783@example.com,L104462
CUST-0005784,2024/01/11,CONSUMER,user5784@example.com,
0005785,2023/10/26,Consumer,user5785@example.com,L283668
cust-0005786,12/18/2022,Consumer,user5786@example.com,L976844
 CUST-0005787 ,2023-05-04,consumer,user5787@example.com,L328047
 CUST-0005788 ,26-Jun-2022,Consumer,user5788@example.com,L314360
CUST-0005789,2020/08/05,Consumer,user5789@example.com,
cust-0005790,2025-06-18,smb,user5790@example.com,L927349
cust-0005791,2020-10-31,SMB,user5791@example.com,L898830
 C0005792 ,23-Oct-2022, Consumer ,user5792@example.com,L949687
CUST-0005793,02-Dec-2025,Enterprise,user5793@example.com,L529418
0005794,2020-01-20,CONSUMER,user5794@example.com,L539226
0005795,2021-09-10,Consumer,user5795@example.com,L241740
0005796,2022-02-17,Enterprise,user5796@example.com,L728759
0005797,15-Jun-2020, Consumer ,user5797@example.com,L349206
c0005798,2021-07-13, Consumer ,user5798@example.com,L467360
C0005799,2022/04/16,consumer,user5799@example.com,L214280
C0005800,2021-05-21,enterprise,user5800@example.com,
0005801,05-Dec-2020,ENTERPRISE,,
0005802,30-Dec-2020,Consumer,user5802@example.com,L974371
CUST-0005803,2022/03/31,Enterprise,user5803@example.com,L526416
0005804,2025/10/04,Consumer,user5804@example.com,L847192
C0005805,04/01/2025, Consumer ,user5805@example.com,L414327
 CUST-0005806 ,2024-07-16,CONSUMER,user5806@example.com,L548698
0005807,03/12/2023,enterprise,user5807@example.com,L642497
 C0005808 ,15-Jul-2020,CONSUMER,user5808@example.com,
 0005809 ,2023/01/24,ENTERPRISE,user5809@example.com,L764556
c0005810,2023/01/18, Enterprise ,user5810@example.com,L313766
CUST-0005811,2020/10/19,Consumer,user5811@example.com,L363015
 CUST-0005812 ,18-Oct-2021,CONSUMER,user5812@example.com,L792571
 C0005813 ,04/23/2025,Consumer,user5813@example.com,L279589
CUST-0005814,03-Mar-2021, SMB ,user5814@example.com,L343956
 CUST-0005815 ,10/31/2025,SMB,user5815@example.com,L808989
C0005816,09-Mar-2021,Enterprise,user5816@example.com,L492915
C0005817,02/15/2025, SMB ,,L727066
0005818,2020/09/24,SMB,user5818@example.com,L691886
0005819,2021/12/16,SMB,user5819@example.com,L317429
 CUST-0005820 ,2023/02/09,Enterprise,user5820@example.com,
CUST-0005821,18-Feb-2023, SMB ,user5821@example.com,L886421
0005822,2020/11/20,consumer,user5822@example.com,L632916
CUST-0005823,16-Feb-2025, SMB ,user5823@example.com,L438528
0005824,2025-11-18,CONSUMER,user5824@example.com,L751489
CUST-0005825,2025/04/18,consumer,user5825@example.com,L514342
CUST-0005826,2025-08-26,enterprise,user5826@example.com,L378459
 C0005827 ,01/08/2020,SMB,user5827@example.com,L494611
 C0005828 ,03-Jul-2021,Consumer,user5828@example.com,L257878
cust-0005829,14-Sep-2023,Consumer,user5829@example.com,L680379
C0005830,2024-01-03,Consumer,,L935920
0005831,2020-08-08,Consumer,user5831@example.com,L252860
c0005832,10/14/2020,ENTERPRISE,user5832@example.com,L287435
 0005833 ,14-May-2021, Consumer ,user5833@example.com,L216208
CUST-0005834,2022-07-21,Enterprise,user5834@example.com,L777831
0005835,2024/06/05, Consumer ,user5835@example.com,L569065
0005836,02-Aug-2024, SMB ,user5836@example.com,L113723
c0005837,2022/07/18,Consumer,user5837@example.com,L593847
C0005838,17-May-2024,Enterprise,user5838@example.com,L638784
0005839,2022/05/22,Enterprise,user5839@example.com,L471832
CUST-0005840,2023/08/11,SMB,user5840@example.com,L715511
c0005841,09/18/2021, SMB ,user5841@example.com,L712795
C0005842,2025-12-26,enterprise,user5842@example.com,L207827
CUST-0005843,2021/07/20,CONSUMER,user5843@example.com,L302143
cust-0005844,2020-04-23,enterprise,user5844@example.com,L434662
0005845,25-Dec-2025, Consumer ,user5845@example.com,L990672
c0005846,2024-04-20,Consumer,user5846@example.com,
C0005847,12/16/2020,Enterprise,user5847@example.com,L164259
cust-0005848,2021/03/10,SMB,user5848@example.com,L648769
cust-0005849,04/15/2025,consumer,user5849@example.com,L289560
0005850,2022-10-29,Consumer,user5850@example.com,L348263
0005851,2022/01/06,Enterprise,user5851@example.com,L175817
CUST-0005852,2021/07/03,consumer,user5852@example.com,L640952
 C0005853 ,2024/09/04,Consumer,user5853@example.com,
0005854,2020-10-12,Consumer,user5854@example.com,L539254
cust-0005855,2020-11-02,ENTERPRISE,user5855@example.com,L500086
0005856,04/12/2025,Consumer,user5856@example.com,
 0005857 ,08/18/2022,consumer,user5857@example.com,L910847
0005858,2024-11-18,Enterprise,user5858@example.com,L527079
 0005859 ,03/05/2021,enterprise,user5859@example.com,L855370
CUST-0005860,02/28/2023,CONSUMER,user5860@example.com,L647202
0005861,06-Feb-2025,consumer,user5861@example.com,L802713
C0005862,2022-01-23,SMB,user5862@example.com,
C0005863,2020/05/05, Consumer ,user5863@example.com,L944273
C0005864,07/18/2022,SMB,user5864@example.com,L453667
C0005865,2021/08/23,ENTERPRISE,user5865@example.com,L562564
CUST-0005866,2023/11/30, Enterprise ,user5866@example.com,
C0005867,2021/06/19,CONSUMER,user5867@example.com,L250951
 0005868 ,30-Oct-2025, SMB ,user5868@example.com,L806503
 C0005869 ,2024/09/16,SMB,user5869@example.com,L834681
C0005870,26-Dec-2023,Enterprise,user5870@example.com,L306093
CUST-0005871,25-Jun-2024,CONSUMER,user5871@example.com,L498221
0005872,25-Oct-2025,Consumer,user5872@example.com,
0005873,2023-02-20, SMB ,user5873@example.com,L667949
C0005874,2023/09/28, Consumer ,user5874@example.com,L204587
C0005875,03/30/2025,Consumer,user5875@example.com,L259326
 CUST-0005876 ,2021/03/17,SMB,user5876@example.com,
 0005877 ,01/10/2021, Consumer ,user5877@example.com,L324459
C0005878,12/29/2023,CONSUMER,user5878@example.com,L387031
 0005879 ,2022/05/14, Consumer ,user5879@example.com,L395076
 CUST-0005880 ,2023/10/23,SMB,user5880@example.com,L147624
CUST-0005881,07/12/2021,SMB,user5881@example.com,L699308
 CUST-0005882 ,12/23/2025,Consumer,user5882@example.com,L247170
0005883,10/02/2021,Consumer,user5883@example.com,L259464
c0005884,2024-04-19, Enterprise ,user5884@example.com,L468151
c0005885,26-Dec-2024, Enterprise ,user5885@example.com,L167047
cust-0005886,2022-07-29, SMB ,user5886@example.com,L275736
 CUST-0005887 ,2021-09-03,consumer,user5887@example.com,L746726
CUST-0005888,02/20/2023,Enterprise,user5888@example.com,L858964
0005889,17-Jun-2025,Consumer,user5889@example.com,L661662
0005890,03-Feb-2021,Consumer,user5890@example.com,L953350
 C0005891 ,2023-08-06,enterprise,user5891@example.com,L243255
C0005892,2023-11-22, Consumer ,user5892@example.com,L241900
 0005893 ,05-Jul-2021, SMB ,user5893@example.com,
CUST-0005894,2024/06/27,smb,user5894@example.com,L339480
 CUST-0005895 ,2020-12-04,Enterprise,user5895@example.com,L153285
C0005896,07-Oct-2022,Consumer,user5896@example.com,L200472
cust-0005897,19-Apr-2022,Enterprise,user5897@example.com,
CUST-0005898,05/19/2020,Consumer,user5898@example.com,L111128
0005899,05/02/2025,SMB,user5899@example.com,L504774
0005900,2021-04-12,Enterprise,user5900@example.com,L670089
 C0005901 ,2025-04-11,Consumer,user5901@example.com,L590355
CUST-0005902,05/06/2020,ENTERPRISE,user5902@example.com,L724270
0005903,10/28/2025,Consumer,user5903@example.com,L746266
0005904,2022/10/04,enterprise,user5904@example.com,L594012
CUST-0005905,2021/07/29,SMB,user5905@example.com,L590607
C0005906,2021-08-12, SMB ,user5906@example.com,L705126
C0005907,05-Sep-2020, Enterprise ,user5907@example.com,L349777
CUST-0005908,24-Aug-2023, Consumer ,user5908@example.com,L588172
C0005909,2024-10-11,CONSUMER,user5909@example.com,L778184
0005910,2024-12-09,Consumer,,L336299
 C0005911 ,11/06/2020,SMB,user5911@example.com,L884866
C0005912,06/11/2021,SMB,user5912@example.com,L261258
 CUST-0005913 ,08/05/2022,Consumer,user5913@example.com,L175780
CUST-0005914,2021-10-08,Enterprise,user5914@example.com,L657472
C0005915,2020-06-25,SMB,user5915@example.com,L483844
C0005916,2020/01/04,Consumer,user5916@example.com,L170592
 C0005917 ,2025/07/24, Consumer ,user5917@example.com,L450956
C0005918,09/15/2024,SMB,user5918@example.com,L502887
CUST-0005919,2024/11/19,Enterprise,user5919@example.com,L904257
0005920,2023-01-25,Consumer,user5920@example.com,L468125
C0005921,21-Jan-2021,SMB,user5921@example.com,L603061
0005922,29-May-2025, Consumer ,user5922@example.com,L746932
0005923,06/19/2020, Consumer ,user5923@example.com,
C0005924,2023/11/14,consumer,user5924@example.com,
CUST-0005925,26-May-2022,CONSUMER,user5925@example.com,L945377
CUST-0005926,16-May-2020,consumer,user5926@example.com,L204376
CUST-0005927,2020/12/12, Consumer ,user5927@example.com,L947676
C0005928,2023-12-26,Enterprise,user5928@example.com,L634123
 C0005929 ,2023-02-10,ENTERPRISE,user5929@example.com,L606565
C0005930,27-Jul-2020,SMB,user5930@example.com,L576119
C0005931,02-Sep-2020, Enterprise ,user5931@example.com,L998597
CUST-0005932,2023/02/22, SMB ,user5932@example.com,L258560
 C0005933 ,12-Sep-2023,SMB,user5933@example.com,L530546
CUST-0005934,10/06/2025,smb,user5934@example.com,L951112
0005935,2023-02-27,Enterprise,user5935@example.com,L710281
C0005936,11/13/2024,Consumer,user5936@example.com,L721123
CUST-0005937,08/01/2023,SMB,user5937@example.com,L325019
CUST-0005938,2022/10/14,Consumer,user5938@example.com,L414348
cust-0005939,03-Dec-2021,Consumer,user5939@example.com,L596881
cust-0005940,08/27/2023,SMB,user5940@example.com,L709118
cust-0005941,10-Feb-2023,Consumer,user5941@example.com,L417034
0005942,2022/02/14,Consumer,user5942@example.com,L541249
0005943,14-Mar-2022,Consumer,user5943@example.com,L972086
0005944,02-Apr-2023, Enterprise ,user5944@example.com,L124845
CUST-0005945,2020-12-13, Consumer ,user5945@example.com,L934987
 0005946 ,09-Sep-2022,CONSUMER,user5946@example.com,
 C0005947 ,01-Apr-2025,Consumer,user5947@example.com,L269037
 0005948 ,28-Nov-2021,Enterprise,user5948@example.com,L120679
CUST-0005949,07/10/2020, Consumer ,user5949@example.com,L731759
CUST-0005950,2022/06/05,SMB,user5950@example.com,L280660
c0005951,08-Sep-2025,SMB,user5951@example.com,L103893
CUST-0005952,2020-10-13,Consumer,user5952@example.com,L579479
0005953,2024-12-08, SMB ,user5953@example.com,L395957
 CUST-0005954 ,2024/04/25,Consumer,user5954@example.com,L160074
 CUST-0005955 ,26-Jul-2025,CONSUMER,user5955@example.com,L228257
0005956,2020/11/25,Consumer,user5956@example.com,L564272
 C0005957 ,2021/12/14,CONSUMER,user5957@example.com,L588027
C0005958,04-Jun-2024, Enterprise ,user5958@example.com,L146955
C0005959,12/30/2025,enterprise,user5959@example.com,L673768
 CUST-0005960 ,2023/11/29, Enterprise ,user5960@example.com,L239278
cust-0005961,2024-03-15,ENTERPRISE,user5961@example.com,L621576
0005962,2025/01/07, Consumer ,user5962@example.com,
CUST-0005963,13-Aug-2024,Consumer,user5963@example.com,L536194
cust-0005964,2022/10/04, Consumer ,user5964@example.com,L442291
 C0005965 ,10-Dec-2021, SMB ,user5965@example.com,L746252
C0005966,2022-08-09,Consumer,user5966@example.com,L568529
CUST-0005967,06-Jun-2024,Enterprise,user5967@example.com,
0005968,04/19/2020,Enterprise,user5968@example.com,L892121
cust-0005969,16-Apr-2022, SMB ,user5969@example.com,
CUST-0005970,04/27/2025, SMB ,user5970@example.com,L572674
c0005971,05-Apr-2025, SMB ,user5971@example.com,L413776
 CUST-0005972 ,2020/09/22, SMB ,user5972@example.com,L430500
0005973,2025/12/28,Enterprise,user5973@example.com,
C0005974,2024/05/25,Enterprise,user5974@example.com,L540651
0005975,2024-06-06,SMB,user5975@example.com,L968365
c0005976,2022/07/25, Consumer ,user5976@example.com,L273243
CUST-0005977,2024/04/24,SMB,user5977@example.com,L898344
c0005978,2023/03/14, Consumer ,user5978@example.com,L509396
0005979,2023-12-21,Consumer,user5979@example.com,L966580
C0005980,26-Jul-2020,Consumer,user5980@example.com,
0005981,2023/02/27,Consumer,user5981@example.com,
CUST-0005982,20-Dec-2021,Consumer,user5982@example.com,L601772
C0005983,07/18/2022, Consumer ,user5983@example.com,L924484
 C0005984 ,31-Jul-2025,SMB,user5984@example.com,L362880
c0005985,09/30/2023,SMB,user5985@example.com,L938822
 0005986 ,2023/11/13,Consumer,user5986@example.com,L226896
C0005987,2024/09/05, SMB ,user5987@example.com,
CUST-0005988,2022/07/28,smb,user5988@example.com,L390933
0005989,28-Nov-2020,Consumer,user5989@example.com,L422374
C0005990,2023-08-14,Consumer,user5990@example.com,L984778
0005991,2020-01-18,enterprise,user5991@example.com,L817169
C0005992,02/11/2021,SMB,user5992@example.com,L670114
 0005993 ,2022-11-25, Consumer ,user5993@example.com,L932494
C0005994,09-Aug-2023,Enterprise,user5994@example.com,L248916
CUST-0005995,11/23/2023, SMB ,user5995@example.com,
C0005996,2020-09-20,smb,user5996@example.com,L112741
 CUST-0005997 ,2024-10-07, Enterprise ,user5997@example.com,L195972
 0005998 ,21-Mar-2022,SMB,user5998@example.com,L462939
cust-0005999,11/05/2024,Enterprise,user5999@example.com,L366612
0006000,2021/03/08, Enterprise ,user6000@example.com,L731039
CUST-0006001,26-May-2024,Consumer,user6001@example.com,L793131
 0006002 ,02/11/2024,CONSUMER,user6002@example.com,L453615
C0006003,17-Oct-2021,Consumer,user6003@example.com,L603473
 CUST-0006004 ,05-Apr-2020,SMB,user6004@example.com,L905233
 CUST-0006005 ,12/10/2025,Consumer,user6005@example.com,L183085
CUST-0006006,2023-11-26,CONSUMER,user6006@example.com,L467204
C0006007,05-Sep-2021,SMB,user6007@example.com,L971074
0006008,2025-05-08,smb,user6008@example.com,L337718
 CUST-0006009 ,02-Mar-2023,Consumer,user6009@example.com,L379336
0006010,28-Jan-2022, Enterprise ,user6010@example.com,L166028
CUST-0006011,2021/09/18,CONSUMER,user6011@example.com,L415836
 0006012 ,2024-03-16, SMB ,user6012@example.com,L603459
CUST-0006013,02/14/2020,SMB,user6013@example.com,L111943
0006014,03-Jun-2021,Consumer,user6014@example.com,L180123
C0006015,01/21/2024,ENTERPRISE,user6015@example.com,L914674
 0006016 ,03/30/2020,ENTERPRISE,user6016@example.com,L729463
CUST-0006017,2025/05/04,smb,user6017@example.com,L545098
CUST-0006018,2024/10/31,CONSUMER,user6018@example.com,L183490
 C0006019 ,01/26/2024,Enterprise,user6019@example.com,L933995
 0006020 ,2020/12/01,ENTERPRISE,user6020@example.com,L539691
C0006021,20-Jun-2023, Consumer ,user6021@example.com,L942687
CUST-0006022,24-Sep-2024,smb,user6022@example.com,L643498
 C0006023 ,03/25/2023,SMB,user6023@example.com,
C0006024,05/05/2023,Consumer,user6024@example.com,L785853
 CUST-0006025 ,07/02/2025, Consumer ,user6025@example.com,L504795
CUST-0006026,2020/09/10,SMB,user6026@example.com,L191507
CUST-0006027,2024-09-10,SMB,user6027@example.com,L826832
CUST-0006028,04/20/2025, Consumer ,,L879621
 CUST-0006029 ,29-Dec-2025,Consumer,user6029@example.com,L309938
0006030,2022/11/16,Enterprise,user6030@example.com,L369808
CUST-0006031,10/13/2022,consumer,user6031@example.com,L107864
0006032,2022/06/11,enterprise,user6032@example.com,L537951
CUST-0006033,2025/02/20,SMB,user6033@example.com,L525114
0006034,2024/06/14,Consumer,user6034@example.com,L499570
0006035,2020/02/26,ENTERPRISE,user6035@example.com,L734350
 CUST-0006036 ,2022-11-16,consumer,user6036@example.com,L382472
 CUST-0006037 ,2020-07-02,SMB,user6037@example.com,
 CUST-0006038 ,07/26/2022,Consumer,user6038@example.com,L594096
CUST-0006039,2023/12/09,CONSUMER,user6039@example.com,
C0006040,2025/09/08, Consumer ,user6040@example.com,L616906
CUST-0006041,03/11/2023,CONSUMER,user6041@example.com,L565143
0006042,02/23/2025, SMB ,user6042@example.com,L721599
CUST-0006043,10-Feb-2024,Consumer,user6043@example.com,L746389
C0006044,2021/11/26,Enterprise,user6044@example.com,L520729
 0006045 ,2022/09/18, Consumer ,user6045@example.com,L677896
CUST-0006046,2023/10/28,Consumer,,L754464
0006047,17-Dec-2022, Enterprise ,user6047@example.com,L932393
CUST-0006048,03/08/2024,SMB,user6048@example.com,L485756
 C0006049 ,07/28/2023,Enterprise,user6049@example.com,L636531
0006050,17-Mar-2024,Consumer,user6050@example.com,L383612
0006051,2023/07/01,consumer,user6051@example.com,L341536
 0006052 ,2023-08-16,Enterprise,user6052@example.com,L613971
CUST-0006053,2025/01/29, SMB ,user6053@example.com,L148516
C0006054,29-Mar-2024,Enterprise,user6054@example.com,L843787
0006055,06/26/2023,Consumer,user6055@example.com,L874267
C0006056,27-Nov-2022,Enterprise,user6056@example.com,L986919
 C0006057 ,02/29/2020,CONSUMER,user6057@example.com,L540004
C0006058,2021/02/22,smb,user6058@example.com,L491745
